M26A01.wav, angry,angry,sad,neutral,happy,surprised,fearful
M26W04.wav, sad,sad,angry,neutral,happy,surprised,fearful
M44H04.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M27N13.wav, sad,sad,neutral,angry,happy,surprised,fearful
F21N16.wav, sad,sad,neutral,angry,happy,surprised,fearful
M09A14.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M55N04.wav, sad,sad,neutral,angry,happy,surprised,fearful
M19A02.wav, neutral,neutral,sad,angry,happy,surprised,fearful
F03A02.wav, angry,angry,neutral,sad,happy,surprised,fearful
F05N46.wav, sad,sad,neutral,angry,happy,surprised,fearful
M40A02.wav, neutral,neutral,angry,sad,happy,surprised,fearful
M25A25.wav, sad,sad,angry,neutral,happy,surprised,fearful
M09A05.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M11H02.wav, sad,sad,neutral,angry,happy,surprised,fearful
M25A29.wav, neutral,neutral,angry,sad,happy,surprised,fearful
F10A02.wav, sad,sad,neutral,angry,happy,surprised,fearful
M29A01.wav, sad,sad,angry,neutral,happy,surprised,fearful
F06H01.wav, sad,sad,neutral,angry,happy,surprised,fearful
F17S01.wav, sad,sad,neutral,angry,surprised,happy,fearful
M19N02.wav, sad,sad,neutral,angry,happy,surprised,fearful
F17S10.wav, sad,sad,angry,neutral,surprised,happy,fearful
M43W06.wav, sad,sad,neutral,angry,surprised,happy,fearful
F21S30.wav, sad,sad,neutral,angry,happy,surprised,fearful
M12W09.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M22S01.wav, sad,sad,neutral,angry,happy,surprised,fearful
M27A01.wav, sad,sad,angry,neutral,happy,surprised,fearful
F29N02.wav, sad,sad,neutral,angry,happy,surprised,fearful
M28N10.wav, sad,sad,neutral,angry,happy,surprised,fearful
F10A15.wav, sad,sad,neutral,angry,happy,surprised,fearful
M47N14.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M50A11.wav, sad,sad,angry,neutral,happy,surprised,fearful
M26A02.wav, sad,sad,neutral,angry,happy,surprised,fearful
F15A06.wav, neutral,neutral,sad,angry,happy,surprised,fearful
F07S33.wav, sad,sad,neutral,angry,happy,surprised,fearful
M25N02.wav, neutral,neutral,angry,sad,happy,surprised,fearful
F30H04.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M22A04.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M03A31.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M53N14.wav, sad,sad,neutral,angry,happy,surprised,fearful
M04N58.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M05N14.wav, sad,sad,neutral,angry,happy,surprised,fearful
F21W14.wav, angry,angry,neutral,sad,happy,surprised,fearful
M04S03.wav, sad,sad,neutral,surprised,angry,happy,fearful
M37N06.wav, sad,sad,neutral,angry,happy,surprised,fearful
M16A28.wav, neutral,neutral,sad,angry,happy,surprised,fearful
F24A29.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M15A13.wav, neutral,neutral,sad,angry,happy,surprised,fearful
F10A29.wav, sad,sad,neutral,angry,happy,surprised,fearful
M32S02.wav, sad,sad,neutral,angry,surprised,happy,fearful
M21N10.wav, sad,sad,neutral,angry,happy,surprised,fearful
F03A01.wav, neutral,neutral,angry,sad,happy,surprised,fearful
M22N01.wav, sad,sad,neutral,angry,happy,surprised,fearful
M28S08.wav, sad,sad,neutral,surprised,angry,happy,fearful
F21W02.wav, sad,sad,neutral,angry,happy,surprised,fearful
M41A01.wav, neutral,neutral,angry,sad,happy,surprised,fearful
F09S18.wav, sad,sad,neutral,angry,happy,surprised,fearful
F28H01.wav, sad,sad,neutral,angry,surprised,happy,fearful
M12N69.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M26A38.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M16N01.wav, sad,sad,angry,neutral,happy,surprised,fearful
M12S05.wav, neutral,neutral,sad,angry,happy,surprised,fearful
F21A57.wav, sad,sad,neutral,angry,surprised,happy,fearful
M10N01.wav, angry,angry,neutral,sad,happy,surprised,fearful
F09A06.wav, sad,sad,neutral,angry,happy,surprised,fearful
M26A18.wav, sad,sad,angry,neutral,happy,surprised,fearful
M49N05.wav, sad,sad,neutral,angry,surprised,happy,fearful
M28A15.wav, sad,sad,neutral,angry,happy,surprised,fearful
F02S15.wav, sad,sad,neutral,angry,happy,surprised,fearful
M28N06.wav, sad,sad,neutral,angry,happy,surprised,fearful
M28N07.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M47N10.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M02N08.wav, sad,sad,neutral,angry,happy,surprised,fearful
M27N17.wav, sad,sad,neutral,angry,happy,surprised,fearful
F21A23.wav, sad,sad,neutral,angry,happy,surprised,fearful
F24W22.wav, sad,sad,neutral,angry,happy,surprised,fearful
M07H02.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M25W10.wav, sad,sad,neutral,angry,happy,surprised,fearful
F21A11.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M02N03.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M20W03.wav, sad,sad,neutral,angry,happy,surprised,fearful
F01H03.wav, sad,sad,neutral,angry,surprised,happy,fearful
F05N33.wav, sad,sad,neutral,angry,happy,surprised,fearful
M48A04.wav, sad,sad,angry,neutral,happy,surprised,fearful
F07A29.wav, sad,sad,angry,neutral,happy,surprised,fearful
M12N14.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M02A12.wav, angry,angry,sad,neutral,happy,surprised,fearful
F06H04.wav, sad,sad,neutral,angry,happy,surprised,fearful
F24W25.wav, sad,sad,neutral,angry,happy,surprised,fearful
M28N05.wav, sad,sad,neutral,angry,happy,surprised,fearful
M28A16.wav, angry,angry,neutral,sad,happy,surprised,fearful
M43A11.wav, sad,sad,angry,neutral,happy,surprised,fearful
M08H03.wav, sad,sad,neutral,angry,surprised,happy,fearful
F22H01.wav, sad,sad,angry,neutral,happy,surprised,fearful
M40N38.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M31N09.wav, sad,sad,neutral,angry,surprised,happy,fearful
M04N57.wav, neutral,neutral,sad,angry,happy,surprised,fearful
F27A02.wav, neutral,neutral,sad,angry,happy,surprised,fearful
F21W20.wav, sad,sad,angry,neutral,surprised,happy,fearful
M25A65.wav, neutral,neutral,angry,sad,happy,surprised,fearful
M50A04.wav, neutral,neutral,angry,sad,happy,surprised,fearful
M20N05.wav, sad,sad,neutral,angry,happy,surprised,fearful
M43A17.wav, sad,sad,neutral,angry,happy,surprised,fearful
M45W01.wav, sad,sad,neutral,angry,happy,surprised,fearful
F19N25.wav, sad,sad,neutral,angry,happy,surprised,fearful
M14S01.wav, sad,sad,neutral,surprised,angry,happy,fearful
M12S07.wav, sad,sad,neutral,angry,happy,surprised,fearful
M46N07.wav, sad,sad,neutral,angry,happy,surprised,fearful
M53N06.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M30N04.wav, neutral,neutral,angry,sad,happy,surprised,fearful
M03A17.wav, sad,sad,neutral,angry,happy,surprised,fearful
F05N55.wav, sad,sad,neutral,angry,happy,surprised,fearful
M51N03.wav, sad,sad,neutral,angry,happy,surprised,fearful
F24A52.wav, neutral,neutral,sad,angry,happy,surprised,fearful
F30S02.wav, neutral,neutral,sad,angry,happy,surprised,fearful
M33A01.wav, angry,angry,neutral,sad,happy,surprised,fearful
M12N45.wav, sad,sad,neutral,angry,surprised,happy,fearful
