4556872.wav-index2.wav, neutral,neutral,angry,happy,sad
4556872.wav-index1.wav, happy,happy,neutral,angry,sad
4548024.wav-index2.wav, neutral,neutral,angry,happy,sad
4548024.wav-index1.wav, neutral,neutral,happy,angry,sad
4557220.wav-index2.wav, happy,happy,neutral,sad,angry
4557220.wav-index1.wav, neutral,neutral,angry,sad,happy
4615360.wav-index2.wav, neutral,neutral,sad,happy,angry
4615360.wav-index1.wav, neutral,neutral,sad,happy,angry
4558935.wav-index2.wav, neutral,neutral,happy,sad,angry
4558935.wav-index1.wav, neutral,neutral,angry,sad,happy
4538479.wav-index2.wav, neutral,neutral,sad,angry,happy
4538479.wav-index1.wav, neutral,neutral,sad,happy,angry
4556985.wav-index2.wav, neutral,neutral,angry,happy,sad
4556985.wav-index1.wav, neutral,neutral,happy,sad,angry
4611196.wav-index2.wav, neutral,neutral,happy,angry,sad
4611196.wav-index1.wav, neutral,neutral,sad,happy,angry
4563858.wav-index2.wav, neutral,neutral,sad,angry,happy
4563858.wav-index1.wav, neutral,neutral,angry,happy,sad
4627136.wav-index2.wav, neutral,neutral,angry,happy,sad
4627136.wav-index1.wav, neutral,neutral,angry,sad,happy
4601109.wav-index2.wav, neutral,neutral,angry,happy,sad
4601109.wav-index1.wav, neutral,neutral,happy,sad,angry
4604448.wav-index2.wav, neutral,neutral,angry,happy,sad
4604448.wav-index1.wav, neutral,neutral,angry,sad,happy
4611170.wav-index2.wav, neutral,neutral,happy,sad,angry
4611170.wav-index1.wav, neutral,neutral,sad,happy,angry
4678282.wav-index2.wav, neutral,neutral,sad,happy,angry
4678282.wav-index1.wav, neutral,neutral,angry,happy,sad
4611681.wav-index2.wav, neutral,neutral,angry,happy,sad
4611681.wav-index1.wav, neutral,neutral,sad,angry,happy
4538807.wav-index2.wav, happy,happy,neutral,angry,sad
4538807.wav-index1.wav, happy,happy,neutral,angry,sad
3981803.wav-index2.wav, happy,happy,neutral,angry,sad
3981803.wav-index1.wav, neutral,neutral,happy,angry,sad
4549873.wav-index2.wav, neutral,neutral,angry,happy,sad
4549873.wav-index1.wav, neutral,neutral,sad,angry,happy
4611166.wav-index2.wav, neutral,neutral,sad,happy,angry
4611166.wav-index1.wav, neutral,neutral,sad,happy,angry
4548851.wav-index2.wav, neutral,neutral,angry,happy,sad
4548851.wav-index1.wav, neutral,neutral,sad,happy,angry
4527615.wav-index2.wav, neutral,neutral,angry,happy,sad
4527615.wav-index1.wav, neutral,neutral,sad,happy,angry
